src_ip,des_ip,src_port,dest_port,tcp_flag,protocol,tls_version,dns_query_type,http_method,icmp_type_code,as_path,ttl_hop,start_time,end_time,packs_count,bytes_count,label
4.235.246.32,163.57.31.118,26980,39641,URG,TCP,TLS 1.2,A,HEAD,Echo Request,22367 43970,140,2025-04-26 19:39:19.127754,2025-04-26 19:43:56.141813,790,3774,0
16.205.196.11,74.125.126.52,53515,42826,ACK,TCP,TLS 1.2,MX,PUT,Destination Unreachable,27853 36460,162,2025-04-26 19:47:23.127754,2025-04-26 19:53:01.127754,759,5505,0
193.171.207.124,176.52.38.237,34319,16404,PSH,UDP,TLS 1.3,AAAA,PUT,Echo Request,39239 27663,124,2025-04-26 19:43:17.127754,2025-04-26 20:29:36.127754,308,763,0
48.92.109.244,220.3.208.137,60675,45765,URG,TCP,TLS 1.1,AAAA,PUT,Echo Reply,51399 29040,252,2025-04-26 19:35:44.127754,2025-04-26 20:33:39.127754,326,7387,0
103.246.253.35,253.150.8.126,7377,4280,ACK,TCP,TLS 1.2,MX,DELETE,Echo Reply,22250 42610,251,2025-04-26 19:10:44.127754,2025-04-26 19:52:37.141813,515,1875,0
186.4.102.131,84.172.234.255,3389,8080,FIN,TCP,TLS 1.0,CNAME,PUT,Echo Reply,55193 12302,216,2025-04-26 19:19:38.127754,2025-04-26 19:30:51.141813,578,49197,1
17.232.226.63,85.68.107.148,18704,31697,SYN,UDP,TLS 1.2,CNAME,POST,Echo Request,22910 32773,106,2025-04-26 19:20:01.127754,2025-04-26 19:32:48.141813,79,3748,0
208.111.205.206,13.239.254.188,56854,55316,PSH,ICMP,TLS 1.2,AAAA,GET,Echo Reply,6756 4785,97,2025-04-26 18:57:17.127754,2025-04-26 19:37:41.141813,496,2968,0
37.60.14.93,83.184.235.217,19934,48094,ACK,ICMP,TLS 1.0,A,HEAD,Echo Reply,13528 54153,173,2025-04-26 19:08:28.127754,2025-04-26 19:30:44.141813,555,7404,0
122.178.43.1,174.192.11.34,62122,36023,ACK,TCP,TLS 1.3,MX,HEAD,Echo Request,21587 29521,90,2025-04-26 19:43:25.127754,2025-04-26 20:08:44.127754,911,948,0
184.26.214.86,72.57.31.174,60866,27988,SYN,TCP,TLS 1.3,TXT,GET,Destination Unreachable,43459 26412,176,2025-04-26 19:06:15.127754,2025-04-26 19:41:23.141813,684,2173,0
68.159.236.12,126.178.181.251,37467,41998,URG,TCP,TLS 1.1,AAAA,PUT,Destination Unreachable,54445 8152,10,2025-04-26 19:22:24.127754,2025-04-26 19:34:51.127754,848,1773,0
132.19.43.203,170.34.122.26,26204,53455,RST,TCP,TLS 1.0,TXT,HEAD,Echo Request,52247 63246,42,2025-04-26 19:05:48.127754,2025-04-26 19:12:35.141813,921,3880,0
101.228.243.138,150.5.70.246,12452,4804,FIN,TCP,TLS 1.1,CNAME,HEAD,Destination Unreachable,27818 45704,118,2025-04-26 19:52:16.127754,2025-04-26 20:04:50.127754,466,5485,0
168.40.169.60,13.248.244.243,35298,33861,ACK,TCP,TLS 1.3,MX,POST,Echo Request,9362 29340,117,2025-04-26 19:09:38.127754,2025-04-26 19:44:34.141813,205,7000,0
201.1.182.42,66.22.110.251,56715,46606,SYN,UDP,TLS 1.3,MX,PUT,Echo Request,35332 3050,49,2025-04-26 19:26:38.127754,2025-04-26 19:29:47.141813,704,458,0
8.226.91.149,4.208.92.64,52361,13885,RST,TCP,TLS 1.0,TXT,POST,Echo Request,28461 50596,237,2025-04-26 19:26:47.127754,2025-04-26 19:43:48.127754,259,9301,0
29.114.118.74,221.5.82.55,22037,6911,SYN,UDP,TLS 1.1,TXT,PUT,Echo Reply,15696 21888,86,2025-04-26 19:02:22.127754,2025-04-26 19:15:59.141813,967,8381,0
161.253.219.117,121.87.237.165,14767,3854,SYN,TCP,TLS 1.3,CNAME,HEAD,Destination Unreachable,33485 20108,246,2025-04-26 19:10:50.127754,2025-04-26 19:29:00.141813,836,6132,0
32.191.14.97,151.47.59.72,5415,56471,SYN,TCP,TLS 1.2,AAAA,HEAD,Echo Reply,30949 23971,96,2025-04-26 19:07:06.127754,2025-04-26 20:05:49.127754,304,2663,0
182.203.59.194,184.192.127.172,29371,26366,SYN,UDP,TLS 1.2,MX,DELETE,Echo Reply,28321 56081,82,2025-04-26 19:35:33.127754,2025-04-26 19:36:49.141813,440,5818,1
156.64.146.134,20.161.222.157,10826,22282,SYN,ICMP,TLS 1.0,AAAA,HEAD,Destination Unreachable,13010 57718,232,2025-04-26 19:39:52.127754,2025-04-26 20:38:53.127754,761,4580,0
154.103.233.86,79.67.8.190,11459,33836,SYN,ICMP,TLS 1.1,CNAME,GET,Destination Unreachable,56141 8124,183,2025-04-26 19:36:09.127754,2025-04-26 19:53:17.127754,153,5986,0
42.134.208.84,107.176.164.127,30357,22,FIN,UDP,TLS 1.1,AAAA,HEAD,Destination Unreachable,32557 24932,254,2025-04-26 19:41:47.127754,2025-04-26 19:45:56.127754,774,9283,1
194.34.75.246,10.152.174.130,60607,12888,SYN,ICMP,TLS 1.0,AAAA,POST,Echo Request,7681 48295,189,2025-04-26 19:22:57.127754,2025-04-26 19:31:26.141813,339,6213,0
159.10.37.133,224.154.116.7,20993,49575,SYN,ICMP,TLS 1.0,MX,DELETE,Echo Reply,45553 2145,244,2025-04-26 19:36:19.127754,2025-04-26 19:59:29.127754,672,7248,0
111.62.8.123,235.213.76.217,63081,56585,URG,UDP,TLS 1.1,A,GET,Echo Request,19782 53508,187,2025-04-26 19:02:27.127754,2025-04-26 19:23:03.141813,490,8171,0
208.211.78.166,255.153.33.10,39881,29899,RST,UDP,TLS 1.3,MX,POST,Destination Unreachable,54452 32768,175,2025-04-26 19:08:41.127754,2025-04-26 19:12:58.141813,825,6918,0
174.45.24.128,20.142.193.41,41069,55869,RST,TCP,TLS 1.2,TXT,PUT,Echo Reply,62169 1409,205,2025-04-26 19:09:40.127754,2025-04-26 19:27:11.141813,286,8728,0
4.168.248.43,5.230.97.216,45865,80,SYN,TCP,TLS 1.1,A,GET,Destination Unreachable,19560 23758,196,2025-04-26 19:54:31.127754,2025-04-26 20:49:04.127754,4801,9566,1
131.153.253.211,20.167.232.225,22,57674,SYN,ICMP,TLS 1.3,CNAME,PUT,Echo Request,1174 17943,172,2025-04-26 19:17:36.127754,2025-04-26 19:32:43.141813,315,95807,1
34.138.239.162,137.36.148.25,49212,16965,PSH,UDP,TLS 1.0,TXT,HEAD,Echo Reply,39084 51870,125,2025-04-26 19:30:16.127754,2025-04-26 19:36:08.141813,679,4803,0
171.49.186.86,31.6.173.187,60993,54423,SYN,UDP,TLS 1.2,A,POST,Destination Unreachable,38337 55523,204,2025-04-26 19:08:18.127754,2025-04-26 19:44:33.141813,64,9137,0
75.178.7.31,181.168.181.148,55639,61840,FIN,UDP,TLS 1.1,TXT,POST,Echo Request,21721 25875,250,2025-04-26 19:19:51.127754,2025-04-26 19:42:35.141813,339,9271,0
241.192.25.155,243.220.194.6,41203,10416,URG,TCP,TLS 1.0,TXT,HEAD,Echo Reply,6676 53935,136,2025-04-26 19:32:29.127754,2025-04-26 20:09:25.127754,7875,56965,1
187.59.86.4,84.208.101.105,47768,18961,ACK,TCP,TLS 1.3,CNAME,POST,Destination Unreachable,5086 19208,72,2025-04-26 19:21:25.127754,2025-04-26 19:29:17.141813,135,9111,0
67.9.8.52,22.31.177.198,3389,3389,SYN,ICMP,TLS 1.1,AAAA,HEAD,Destination Unreachable,50658 22667,190,2025-04-26 19:33:04.127754,2025-04-26 19:58:56.127754,3456,6749,1
59.185.124.59,127.174.42.147,20959,7983,ACK,UDP,TLS 1.2,A,PUT,Destination Unreachable,64535 23016,195,2025-04-26 19:21:17.127754,2025-04-26 20:15:56.127754,237,2940,0
125.225.249.75,234.89.232.245,30600,2997,FIN,TCP,TLS 1.1,A,HEAD,Echo Request,35817 7804,25,2025-04-26 18:54:40.127754,2025-04-26 19:36:09.141813,557,6186,0
244.139.223.102,247.52.237.126,33620,35867,RST,ICMP,TLS 1.1,TXT,HEAD,Echo Request,29805 39025,33,2025-04-26 19:30:50.127754,2025-04-26 20:11:44.127754,663,3613,0
222.222.177.173,168.95.90.112,3389,6978,PSH,TCP,TLS 1.2,MX,PUT,Echo Reply,60945 46033,52,2025-04-26 19:47:59.127754,2025-04-26 19:51:23.127754,79,86966,1
14.195.60.182,63.7.55.98,6921,9624,PSH,TCP,TLS 1.3,MX,PUT,Echo Reply,62735 25716,18,2025-04-26 19:05:00.127754,2025-04-26 19:22:08.127754,674,9175,0
45.89.182.137,80.24.226.115,3561,61529,PSH,UDP,TLS 1.2,CNAME,GET,Echo Reply,64946 51445,151,2025-04-26 19:12:09.127754,2025-04-26 19:19:05.141813,538,237,0
174.198.151.49,101.87.1.248,39142,10215,RST,UDP,TLS 1.2,MX,PUT,Echo Reply,49823 58339,51,2025-04-26 19:00:08.127754,2025-04-26 19:09:14.141813,351,5401,0
180.178.27.215,223.161.108.77,256,63571,RST,UDP,TLS 1.2,CNAME,DELETE,Echo Reply,35159 4403,142,2025-04-26 19:14:24.127754,2025-04-26 19:29:39.141813,980,4189,0
218.188.208.56,60.31.243.71,47251,57738,SYN,UDP,TLS 1.3,AAAA,POST,Destination Unreachable,29409 35958,139,2025-04-26 19:18:57.127754,2025-04-26 19:21:51.141813,266,1363,0
135.204.116.91,57.105.32.161,12272,29918,FIN,UDP,TLS 1.2,A,POST,Echo Reply,62060 43254,142,2025-04-26 18:58:34.127754,2025-04-26 19:50:48.141813,931,9884,0
130.119.74.84,52.171.64.224,26534,36912,URG,ICMP,TLS 1.2,A,POST,Destination Unreachable,6103 57749,202,2025-04-26 19:37:10.127754,2025-04-26 19:52:16.127754,134,237,0
117.57.121.82,254.129.11.200,9622,57222,ACK,ICMP,TLS 1.2,TXT,PUT,Destination Unreachable,56670 27677,66,2025-04-26 19:43:03.127754,2025-04-26 20:03:58.127754,235,6509,0
162.145.52.5,107.147.55.207,44512,51458,ACK,UDP,TLS 1.1,TXT,POST,Echo Reply,37457 22783,208,2025-04-26 19:30:43.127754,2025-04-26 19:33:44.127754,33,2785,0
19.36.34.92,104.110.158.79,21981,42020,FIN,TCP,TLS 1.0,A,DELETE,Echo Request,38636 60526,25,2025-04-26 19:36:59.127754,2025-04-26 20:31:55.127754,551,1611,0
111.21.23.255,95.108.219.93,16988,17674,SYN,ICMP,TLS 1.0,AAAA,PUT,Echo Request,15193 27580,44,2025-04-26 19:20:37.127754,2025-04-26 19:38:13.127754,628,8832,0
22.197.11.235,63.53.152.238,19280,64065,ACK,UDP,TLS 1.3,A,PUT,Echo Request,20809 44633,94,2025-04-26 19:07:43.127754,2025-04-26 19:37:04.141813,746,5675,0
140.51.166.60,214.40.53.70,22,22,URG,UDP,TLS 1.2,CNAME,PUT,Destination Unreachable,31859 9510,1,2025-04-26 19:16:10.127754,2025-04-26 19:53:24.141813,6073,66337,1
233.97.69.58,164.50.142.134,60342,35114,PSH,UDP,TLS 1.2,MX,GET,Destination Unreachable,48212 50238,132,2025-04-26 18:58:41.127754,2025-04-26 19:18:14.141813,681,7158,0
55.137.246.177,101.3.188.145,22,3389,FIN,UDP,TLS 1.0,AAAA,HEAD,Echo Reply,58081 2510,116,2025-04-26 19:43:27.127754,2025-04-26 19:59:49.127754,221,5203,1
116.115.87.121,55.116.181.120,7293,44800,RST,TCP,TLS 1.1,MX,PUT,Echo Reply,55827 51570,132,2025-04-26 19:22:46.127754,2025-04-26 19:38:11.141813,940,7499,0
241.177.89.25,46.64.79.187,443,59032,URG,ICMP,TLS 1.0,A,POST,Echo Reply,8153 43852,140,2025-04-26 19:09:33.127754,2025-04-26 19:21:34.141813,7014,9017,1
79.16.174.231,151.33.159.25,36452,51493,SYN,UDP,TLS 1.3,A,POST,Echo Request,12621 1912,222,2025-04-26 19:18:01.127754,2025-04-26 19:20:45.141813,57,4202,0
108.75.156.2,30.168.143.98,54391,489,ACK,ICMP,TLS 1.3,AAAA,GET,Destination Unreachable,41092 58893,114,2025-04-26 19:23:22.127754,2025-04-26 19:33:15.141813,709,6604,0
232.6.232.27,2.226.159.249,9202,42304,PSH,UDP,TLS 1.0,TXT,DELETE,Echo Request,51170 40771,21,2025-04-26 19:21:39.127754,2025-04-26 20:08:27.127754,194,8903,0
77.61.183.10,13.171.179.232,27900,45700,PSH,UDP,TLS 1.2,CNAME,POST,Echo Reply,53834 12840,78,2025-04-26 19:26:03.127754,2025-04-26 19:52:34.141813,371,5872,0
9.197.194.96,149.255.8.172,38729,59073,URG,UDP,TLS 1.2,AAAA,HEAD,Destination Unreachable,20285 31822,204,2025-04-26 19:45:43.127754,2025-04-26 19:53:43.127754,187,7364,0
134.38.142.180,108.2.108.149,3221,63013,FIN,ICMP,TLS 1.3,MX,POST,Destination Unreachable,24001 27941,156,2025-04-26 19:07:26.127754,2025-04-26 19:47:46.141813,977,411,0
163.15.144.18,178.124.181.138,8978,23862,RST,ICMP,TLS 1.2,A,PUT,Destination Unreachable,55757 20503,239,2025-04-26 19:38:59.127754,2025-04-26 19:57:35.127754,9956,33867,1
155.118.98.143,93.255.226.229,46343,46034,PSH,ICMP,TLS 1.0,AAAA,HEAD,Echo Reply,16660 3075,143,2025-04-26 19:16:48.127754,2025-04-26 20:10:16.127754,392,8450,0
186.146.24.193,84.45.157.195,40960,7233,URG,UDP,TLS 1.3,CNAME,HEAD,Echo Reply,64266 44355,46,2025-04-26 19:02:28.127754,2025-04-26 19:46:58.141813,446,2549,0
137.154.16.65,187.252.117.105,10094,41082,FIN,ICMP,TLS 1.0,MX,POST,Echo Request,6352 30887,99,2025-04-26 19:49:41.127754,2025-04-26 20:07:44.127754,512,5284,0
159.230.255.150,136.114.93.238,8080,63527,ACK,UDP,TLS 1.1,MX,HEAD,Destination Unreachable,59721 1585,51,2025-04-26 19:06:15.127754,2025-04-26 19:27:33.141813,7943,8234,1
146.72.15.15,218.182.196.192,54222,63867,SYN,ICMP,TLS 1.2,CNAME,GET,Destination Unreachable,52879 58158,21,2025-04-26 19:14:26.127754,2025-04-26 19:19:09.127754,263,7284,0
86.18.232.198,5.171.153.19,40788,7582,PSH,UDP,TLS 1.2,AAAA,DELETE,Echo Reply,58064 60974,250,2025-04-26 19:28:55.127754,2025-04-26 20:15:56.127754,1,5543,0
201.155.128.18,41.134.180.236,27475,59298,ACK,TCP,TLS 1.1,A,GET,Destination Unreachable,41570 25069,187,2025-04-26 19:38:36.127754,2025-04-26 20:34:45.127754,5,1869,0
200.54.135.210,207.218.173.181,8885,80,FIN,UDP,TLS 1.0,CNAME,POST,Destination Unreachable,54293 14782,83,2025-04-26 19:16:10.127754,2025-04-26 19:31:47.141813,2549,5649,1
244.53.240.7,54.50.35.116,443,80,RST,ICMP,TLS 1.3,AAAA,HEAD,Echo Request,20576 57727,76,2025-04-26 19:01:26.127754,2025-04-26 19:44:02.141813,227,8640,1
38.174.149.141,33.42.241.104,63838,34654,URG,TCP,TLS 1.1,TXT,HEAD,Echo Reply,19879 57943,78,2025-04-26 19:06:55.127754,2025-04-26 19:27:25.141813,352,7621,0
86.109.241.223,199.233.47.112,15442,48298,ACK,ICMP,TLS 1.2,CNAME,PUT,Echo Reply,7780 5981,127,2025-04-26 19:05:06.127754,2025-04-26 19:15:10.141813,544,5323,0
206.12.170.240,114.250.107.97,18716,14286,RST,ICMP,TLS 1.1,AAAA,POST,Echo Reply,31745 37270,238,2025-04-26 19:38:47.127754,2025-04-26 19:48:55.141813,637,9435,0
245.3.54.201,22.78.137.42,38730,58978,FIN,UDP,TLS 1.3,MX,GET,Destination Unreachable,44231 42040,41,2025-04-26 19:06:41.127754,2025-04-26 19:18:47.141813,8657,68254,1
16.103.46.245,10.41.27.196,50750,23738,PSH,TCP,TLS 1.1,A,PUT,Echo Request,20845 12381,63,2025-04-26 19:29:03.127754,2025-04-26 20:24:34.127754,10,965,0
74.74.133.171,208.105.122.111,36118,37060,URG,UDP,TLS 1.2,TXT,GET,Destination Unreachable,49800 58986,160,2025-04-26 19:16:10.127754,2025-04-26 19:47:48.141813,645,6526,0
196.126.251.230,140.184.131.88,22,3389,FIN,TCP,TLS 1.1,AAAA,DELETE,Destination Unreachable,20398 28343,131,2025-04-26 19:09:24.127754,2025-04-26 19:16:53.141813,2893,9485,1
19.53.212.234,89.111.37.55,37281,58589,RST,ICMP,TLS 1.2,AAAA,PUT,Echo Reply,4219 5533,191,2025-04-26 19:10:40.127754,2025-04-26 19:18:08.127754,995,5764,0
231.66.140.114,61.154.90.246,17003,6052,ACK,ICMP,TLS 1.3,CNAME,POST,Echo Reply,20166 23589,235,2025-04-26 19:34:09.127754,2025-04-26 20:00:13.127754,643,8451,0
113.15.163.144,207.146.87.124,8080,61436,SYN,TCP,TLS 1.2,AAAA,GET,Echo Request,3842 12879,62,2025-04-26 19:06:49.127754,2025-04-26 19:42:21.141813,670,39741,1
56.15.155.157,170.128.87.31,9893,50319,RST,ICMP,TLS 1.3,MX,DELETE,Destination Unreachable,37365 25117,204,2025-04-26 19:14:00.127754,2025-04-26 19:21:29.141813,349,8299,0
55.143.212.19,9.246.252.163,6534,443,FIN,UDP,TLS 1.2,MX,PUT,Echo Request,32393 39150,249,2025-04-26 19:27:13.127754,2025-04-26 19:59:33.127754,163,84491,1
193.226.107.114,225.250.106.79,37424,44979,RST,UDP,TLS 1.3,AAAA,DELETE,Echo Reply,60880 38881,89,2025-04-26 19:19:24.127754,2025-04-26 19:25:21.127754,330,8975,0
101.104.137.131,22.49.54.209,8080,59251,SYN,TCP,TLS 1.1,AAAA,PUT,Echo Reply,59290 49446,166,2025-04-26 19:50:38.127754,2025-04-26 19:54:20.127754,841,36740,1
220.137.207.63,247.15.173.5,31614,19030,RST,TCP,TLS 1.0,CNAME,GET,Destination Unreachable,2268 37675,214,2025-04-26 19:22:02.127754,2025-04-26 19:42:43.127754,850,3633,0
27.206.200.105,250.92.104.26,26473,6355,SYN,UDP,TLS 1.3,CNAME,POST,Echo Request,63913 64589,104,2025-04-26 19:36:49.127754,2025-04-26 19:50:35.141813,538,1109,0
253.108.13.213,115.238.81.118,58879,46000,FIN,TCP,TLS 1.0,TXT,POST,Echo Request,4940 1725,209,2025-04-26 19:32:49.127754,2025-04-26 20:31:45.127754,722,8818,0
100.154.137.250,115.174.188.35,5113,1058,URG,ICMP,TLS 1.0,CNAME,DELETE,Echo Request,49116 29625,221,2025-04-26 19:20:53.127754,2025-04-26 19:22:17.141813,14,8603,0
54.184.106.209,192.114.147.52,47058,34336,SYN,ICMP,TLS 1.2,TXT,PUT,Echo Reply,51925 45741,172,2025-04-26 19:37:47.127754,2025-04-26 20:12:05.127754,994,47112,1
167.39.239.239,108.68.31.136,7679,1850,URG,UDP,TLS 1.3,TXT,PUT,Destination Unreachable,2648 62046,252,2025-04-26 19:42:01.127754,2025-04-26 20:38:00.127754,309,7516,0
135.45.196.9,180.132.90.6,51849,443,RST,TCP,TLS 1.2,AAAA,DELETE,Echo Request,29031 20397,61,2025-04-26 19:47:57.127754,2025-04-26 20:22:44.127754,4439,7851,1
169.140.78.63,192.204.221.32,63103,33839,RST,UDP,TLS 1.0,CNAME,POST,Echo Reply,54156 63046,139,2025-04-26 19:53:07.127754,2025-04-26 20:47:00.127754,566,3550,0
247.204.48.35,41.53.4.171,3988,24772,FIN,TCP,TLS 1.1,A,GET,Echo Request,23459 44083,45,2025-04-26 19:05:41.127754,2025-04-26 19:12:21.141813,303,1489,0
137.57.220.32,201.129.169.219,1195,62077,ACK,TCP,TLS 1.0,MX,HEAD,Echo Reply,18948 35487,240,2025-04-26 19:14:37.127754,2025-04-26 19:46:02.127754,645,3908,0
38.47.105.253,240.221.28.123,8017,18522,FIN,TCP,TLS 1.1,A,POST,Destination Unreachable,8155 17179,203,2025-04-26 19:25:46.127754,2025-04-26 20:07:09.127754,833,1875,0
172.123.184.253,182.96.86.199,18431,19207,URG,TCP,TLS 1.0,MX,PUT,Echo Request,15970 57828,216,2025-04-26 19:24:53.127754,2025-04-26 19:33:29.141813,280,793,0
40.205.88.189,251.186.193.136,10700,34697,URG,ICMP,TLS 1.3,TXT,POST,Destination Unreachable,56253 53649,207,2025-04-26 18:57:19.127754,2025-04-26 19:26:44.141813,599,1237,0
49.61.183.38,172.74.227.192,3389,22,SYN,ICMP,TLS 1.2,TXT,POST,Destination Unreachable,31283 30847,200,2025-04-26 19:47:06.127754,2025-04-26 19:51:02.127754,135,1740,1
18.200.57.151,232.159.56.21,60200,34211,FIN,UDP,TLS 1.1,A,POST,Echo Reply,44696 37162,36,2025-04-26 19:22:58.127754,2025-04-26 19:45:04.141813,35,1261,0
113.5.121.124,28.193.53.6,3389,443,FIN,TCP,TLS 1.3,AAAA,GET,Echo Request,10073 28944,197,2025-04-26 19:49:47.127754,2025-04-26 20:22:12.127754,21,51790,1
57.131.44.200,134.132.204.59,22,19331,FIN,UDP,TLS 1.3,CNAME,DELETE,Destination Unreachable,5195 32234,74,2025-04-26 19:24:54.127754,2025-04-26 19:50:07.141813,9696,11886,1
193.3.144.208,123.249.149.29,22,33376,FIN,TCP,TLS 1.2,AAAA,HEAD,Echo Request,21659 46233,159,2025-04-26 19:18:44.127754,2025-04-26 20:00:36.127754,87,54003,1
102.243.59.151,254.201.150.243,37861,3847,ACK,ICMP,TLS 1.1,A,HEAD,Destination Unreachable,27777 7244,80,2025-04-26 19:49:42.127754,2025-04-26 20:40:56.127754,453,8785,0
151.67.26.60,190.168.89.170,8080,41342,PSH,TCP,TLS 1.0,A,PUT,Destination Unreachable,53313 56904,72,2025-04-26 19:13:02.127754,2025-04-26 19:32:29.141813,1165,1885,1
240.143.126.60,105.245.210.245,60486,443,URG,ICMP,TLS 1.1,A,PUT,Destination Unreachable,10298 55134,118,2025-04-26 19:32:17.127754,2025-04-26 19:44:28.127754,339,94692,1
121.190.179.61,159.1.114.17,80,4413,FIN,TCP,TLS 1.0,MX,POST,Echo Reply,38270 19357,77,2025-04-26 19:19:20.127754,2025-04-26 19:50:08.141813,6601,2371,1
191.233.48.120,143.10.234.128,495,39518,URG,UDP,TLS 1.3,A,POST,Destination Unreachable,46862 21218,120,2025-04-26 19:39:54.127754,2025-04-26 20:35:24.127754,28,15683,1
243.204.75.124,25.49.190.31,8615,63886,PSH,UDP,TLS 1.0,AAAA,HEAD,Echo Request,21015 4519,70,2025-04-26 19:17:27.127754,2025-04-26 19:31:15.141813,281,9361,0
125.88.232.19,35.71.159.61,50108,39000,URG,ICMP,TLS 1.3,CNAME,PUT,Echo Reply,61947 55830,215,2025-04-26 19:33:20.127754,2025-04-26 20:24:00.127754,231,7100,0
206.43.55.131,39.202.87.204,35547,57538,FIN,ICMP,TLS 1.2,AAAA,HEAD,Destination Unreachable,16339 60542,171,2025-04-26 19:07:58.127754,2025-04-26 19:09:44.141813,33,4853,0
185.146.146.177,193.23.197.16,60540,44655,FIN,ICMP,TLS 1.3,MX,POST,Echo Request,23234 52891,95,2025-04-26 19:36:28.127754,2025-04-26 19:40:22.127754,8050,50302,1
205.137.93.134,86.7.196.214,55675,2254,ACK,ICMP,TLS 1.2,TXT,HEAD,Echo Request,22312 31023,250,2025-04-26 19:04:41.127754,2025-04-26 19:08:57.141813,500,3100,0
136.209.101.185,252.181.8.62,18178,17404,URG,UDP,TLS 1.2,A,DELETE,Echo Reply,44202 15451,39,2025-04-26 19:44:33.127754,2025-04-26 19:46:40.141813,954,1007,0
138.70.229.49,104.63.39.115,28447,13490,FIN,UDP,TLS 1.2,TXT,DELETE,Destination Unreachable,57559 42383,163,2025-04-26 19:10:21.127754,2025-04-26 19:12:36.141813,615,3454,0
116.17.210.99,221.199.138.97,4552,41972,PSH,ICMP,TLS 1.3,CNAME,HEAD,Echo Reply,61861 43934,165,2025-04-26 19:48:40.127754,2025-04-26 20:46:12.127754,84,9703,0
42.64.58.29,133.242.165.38,11725,80,FIN,TCP,TLS 1.0,TXT,DELETE,Echo Request,53248 7800,174,2025-04-26 19:48:35.127754,2025-04-26 20:09:38.127754,126,49206,1
247.228.100.23,84.109.84.145,14055,39810,ACK,UDP,TLS 1.2,CNAME,PUT,Echo Reply,49940 63013,97,2025-04-26 19:01:19.127754,2025-04-26 19:43:16.141813,596,1626,0
169.128.158.219,227.245.207.209,61656,9810,FIN,UDP,TLS 1.3,TXT,HEAD,Echo Request,34044 24031,77,2025-04-26 19:07:19.127754,2025-04-26 19:23:31.141813,29,8209,0
232.48.248.222,250.182.69.215,80,3389,FIN,ICMP,TLS 1.1,CNAME,HEAD,Echo Reply,64921 62055,168,2025-04-26 18:57:20.127754,2025-04-26 19:26:17.141813,556,4655,1
91.37.142.103,135.26.4.165,50704,64385,FIN,ICMP,TLS 1.2,AAAA,POST,Destination Unreachable,22336 31905,52,2025-04-26 19:35:50.127754,2025-04-26 19:38:07.141813,372,5640,0
168.167.218.126,12.117.39.254,54940,3389,FIN,UDP,TLS 1.2,CNAME,GET,Destination Unreachable,48748 14674,190,2025-04-26 19:25:16.127754,2025-04-26 19:52:29.127754,6729,10882,1
237.46.75.68,253.212.133.121,48152,8080,SYN,UDP,TLS 1.1,AAAA,GET,Echo Request,53516 24107,175,2025-04-26 19:15:23.127754,2025-04-26 19:30:02.127754,404,72914,1
162.218.215.71,186.204.104.11,12711,37073,URG,UDP,TLS 1.3,MX,POST,Destination Unreachable,5638 5599,182,2025-04-26 19:25:14.127754,2025-04-26 19:55:30.127754,867,5142,0
105.43.4.74,70.239.255.99,42065,33847,ACK,TCP,TLS 1.0,CNAME,GET,Echo Reply,24765 62335,73,2025-04-26 19:37:50.127754,2025-04-26 20:20:26.127754,421,7972,0
105.254.150.46,209.161.10.80,34890,5776,RST,UDP,TLS 1.0,MX,PUT,Destination Unreachable,23049 41428,35,2025-04-26 19:15:11.127754,2025-04-26 19:17:08.141813,572,22200,1
203.128.75.53,198.62.11.136,59332,33520,SYN,UDP,TLS 1.0,A,DELETE,Destination Unreachable,53247 58213,176,2025-04-26 19:13:09.127754,2025-04-26 19:23:36.141813,715,7817,0
204.181.101.114,113.239.181.9,56341,3308,SYN,ICMP,TLS 1.1,MX,POST,Echo Request,45581 6070,203,2025-04-26 19:36:39.127754,2025-04-26 19:53:40.141813,138,38622,1
132.211.225.224,1.11.188.108,19612,64482,URG,TCP,TLS 1.1,A,POST,Destination Unreachable,25177 23787,237,2025-04-26 19:13:07.127754,2025-04-26 19:49:42.141813,946,1694,0
58.88.31.79,243.224.107.6,59918,3389,RST,ICMP,TLS 1.3,CNAME,POST,Echo Reply,5442 54070,211,2025-04-26 19:41:52.127754,2025-04-26 19:52:52.127754,2261,6657,1
13.74.48.54,216.164.84.52,8377,11415,SYN,UDP,TLS 1.2,MX,HEAD,Echo Reply,60955 8023,65,2025-04-26 19:44:11.127754,2025-04-26 19:48:09.127754,240,9736,0
92.43.190.27,228.232.147.44,17907,16686,PSH,UDP,TLS 1.1,TXT,PUT,Echo Request,34064 48724,93,2025-04-26 19:25:18.127754,2025-04-26 19:47:18.127754,560,5811,0
236.79.104.108,160.253.54.93,49287,65505,PSH,ICMP,TLS 1.1,TXT,GET,Destination Unreachable,42357 63887,38,2025-04-26 19:16:37.127754,2025-04-26 19:40:47.141813,840,9334,0
250.22.206.27,118.61.53.26,20436,53293,PSH,TCP,TLS 1.0,MX,GET,Echo Request,46521 44339,239,2025-04-26 19:06:31.127754,2025-04-26 19:28:23.141813,995,6800,0
225.81.206.47,167.176.216.230,27866,39600,SYN,ICMP,TLS 1.1,CNAME,POST,Echo Request,5097 6480,175,2025-04-26 19:52:43.127754,2025-04-26 20:25:55.127754,506,2480,0
230.203.176.169,22.98.8.179,11021,26580,PSH,TCP,TLS 1.0,A,PUT,Echo Reply,34355 6313,81,2025-04-26 19:29:33.127754,2025-04-26 19:30:54.127754,930,7879,0
